Student_ID,Age,Gender,Department,Year_of_Study,CGPA,Attendance_Percentage,Study_Hours_per_Week,Extracurricular_Activities,Part_Time_Job,Satisfaction_Level,Scholarship,Parental_Education_Level,Internet_Access,Family_Income
S3317,28,Male,Physics,Second,2.56,85.62,22,Yes,Yes,Satisfied,Yes,Bachelor's,Yes,Low
S3318,28,Female,Biology,First,3.47,91.43,21,No,Yes,Satisfied,No,PhD,No,Medium
S3319,24,Female,Computer Science,First,3.67,68.74,32,No,No,Satisfied,Yes,Bachelor's,No,High
S3320,28,Male,Chemistry,Fourth,2.45,84.78,30,No,Yes,Very Dissatisfied,No,PhD,No,Medium
S3321,28,Male,Biology,Fourth,3.17,71.86,18,Yes,Yes,Very Satisfied,No,PhD,Yes,Low
S3322,19,Female,Chemistry,Fourth,2.74,99.28,15,Yes,No,Satisfied,No,Bachelor's,No,Low
S3323,25,Female,Biology,Second,3.25,50.33,36,Yes,Yes,Satisfied,No,Master's,No,Low
S3324,23,Male,Biology,Second,,70.72,28,No,No,Dissatisfied,No,High School,Yes,High
S3325,21,Non-binary,Chemistry,Fourth,,63.19,35,No,Yes,Very Dissatisfied,No,Master's,Yes,High
S3326,22,Female,Economics,First,2.93,92.49,12,No,Yes,Satisfied,No,Bachelor's,Yes,Medium
S3327,25,Female,Mathematics,First,2.75,64.36,12,No,No,Satisfied,No,PhD,Yes,Medium
S3328,20,Female,Biology,Third,2.98,77.19,35,No,Yes,Satisfied,Yes,Bachelor's,No,Medium
S3329,20,Male,Economics,Fourth,3.72,87.01,23,No,No,Dissatisfied,No,Master's,Yes,Medium
S3330,28,Male,Computer Science,Second,2.95,74.86,36,No,Yes,Dissatisfied,No,Bachelor's,No,Medium
S3331,21,Female,Economics,Third,3.14,70.52,25,No,Yes,Very Dissatisfied,No,PhD,No,Medium
S3332,18,Male,Chemistry,Third,3.04,52.13,27,Yes,No,Very Satisfied,No,Bachelor's,No,Medium
S3333,26,Male,Economics,Third,3.05,51.15,19,Yes,Yes,Very Satisfied,No,PhD,Yes,Low
S3334,25,Female,Mathematics,Fourth,3.61,97.87,6,No,No,Very Dissatisfied,Yes,PhD,Yes,Low
S3335,25,Male,Chemistry,Fourth,3.42,,16,No,No,Very Satisfied,Yes,Bachelor's,No,Low
S3336,27,Non-binary,Physics,Fourth,2.32,91.26,10,No,Yes,Neutral,No,Master's,No,Medium
S3337,23,Male,Computer Science,First,3.27,74.02,5,No,No,Very Satisfied,No,Master's,Yes,Low
S3338,24,Male,Physics,Third,,63.08,30,No,Yes,Dissatisfied,No,High School,No,Medium
S3339,23,Female,Economics,First,2.88,64.73,27,Yes,Yes,Dissatisfied,Yes,High School,Yes,Low
S3340,26,Female,Biology,Fourth,3.43,52.17,5,Yes,No,Satisfied,No,Master's,No,High
S3341,20,Non-binary,Economics,First,1.62,89.54,25,Yes,No,Dissatisfied,Yes,PhD,Yes,High
S3342,20,Male,Biology,First,2.52,,23,No,No,Neutral,Yes,Bachelor's,No,Medium
S3343,20,Non-binary,Physics,Second,4.2,74.04,33,No,Yes,Neutral,Yes,Bachelor's,Yes,Medium
S3344,27,Non-binary,Physics,Fourth,3.38,,30,No,Yes,Neutral,Yes,Bachelor's,No,Medium
S3345,20,Female,Biology,Third,3.11,72.24,38,No,No,Satisfied,Yes,PhD,No,Low
S3346,26,Male,Mathematics,Fourth,,97.4,21,No,Yes,Very Satisfied,No,Master's,No,Medium
S3347,29,Female,Computer Science,First,,50.66,22,Yes,No,Satisfied,Yes,Master's,Yes,Low
S3348,21,Non-binary,Chemistry,Fourth,3.63,99.23,36,No,No,Dissatisfied,No,PhD,Yes,Medium
S3349,24,Non-binary,Physics,Fourth,2.57,90.79,8,Yes,Yes,Neutral,Yes,PhD,Yes,Medium
S3350,26,Female,Computer Science,Second,3.05,67.75,34,No,Yes,Satisfied,Yes,Master's,Yes,Low
S3351,28,Female,Chemistry,Second,2.19,79.77,35,Yes,No,Satisfied,No,Bachelor's,No,Medium
S3352,29,Female,Economics,Fourth,2.81,93.23,22,Yes,Yes,Neutral,No,Bachelor's,Yes,Medium
S3353,24,Female,Chemistry,Second,3.66,,9,No,Yes,Very Dissatisfied,Yes,Bachelor's,Yes,Low
S3354,26,Female,Physics,First,2.74,52.55,36,Yes,Yes,Neutral,No,Master's,No,Low
S3355,29,Non-binary,Mathematics,First,3.25,95.18,33,No,No,Very Dissatisfied,Yes,Bachelor's,No,Low
S3356,20,Female,Mathematics,First,2.76,75.85,16,Yes,No,Neutral,Yes,PhD,Yes,Low
S3357,21,Male,Computer Science,Second,3.22,77.26,19,Yes,No,Very Satisfied,Yes,Master's,No,Low
S3358,25,Non-binary,Economics,Fourth,,50.69,19,No,Yes,Very Dissatisfied,Yes,Master's,No,Low
S3359,23,Non-binary,Computer Science,First,2.66,55.0,39,Yes,Yes,Very Dissatisfied,No,Bachelor's,No,Medium
S3360,22,Male,Biology,Third,2.57,88.87,39,Yes,No,Satisfied,Yes,High School,Yes,High
S3361,21,Male,Mathematics,First,2.8,71.75,18,Yes,Yes,Very Dissatisfied,Yes,Master's,No,Medium
S3362,25,Non-binary,Computer Science,Fourth,2.79,99.9,22,Yes,Yes,Dissatisfied,No,PhD,Yes,High
S3363,18,Female,Biology,First,1.99,84.78,26,No,No,Satisfied,Yes,Master's,Yes,High
S3364,26,Non-binary,Economics,Third,3.17,97.48,15,No,Yes,Satisfied,Yes,Bachelor's,Yes,Medium
S3365,18,Non-binary,Chemistry,First,3.19,63.97,7,Yes,Yes,Very Satisfied,Yes,PhD,No,Low
S3366,25,Male,Computer Science,First,,58.81,18,No,Yes,Satisfied,No,High School,Yes,High
S3367,21,Non-binary,Biology,Fourth,3.42,68.83,29,No,No,Satisfied,Yes,High School,No,Medium
S3368,26,Female,Mathematics,First,2.8,63.24,18,No,No,Dissatisfied,Yes,Bachelor's,No,Low
S3369,28,Male,Chemistry,First,3.16,80.67,35,No,No,Satisfied,No,PhD,Yes,Medium
S3370,22,Non-binary,Computer Science,Second,,87.22,29,No,Yes,Very Dissatisfied,Yes,PhD,Yes,Medium
S3371,20,Non-binary,Mathematics,Fourth,3.16,70.1,23,Yes,Yes,Very Satisfied,No,High School,No,Medium
S3372,26,Female,Chemistry,Fourth,3.06,54.49,16,No,Yes,Dissatisfied,Yes,Bachelor's,Yes,Low
S3373,28,Non-binary,Physics,Fourth,3.44,51.32,11,Yes,Yes,Neutral,Yes,Bachelor's,Yes,Medium
S3374,26,Non-binary,Mathematics,Fourth,3.0,60.9,18,Yes,Yes,Neutral,Yes,High School,Yes,Medium
S3375,21,Non-binary,Physics,First,3.38,86.62,33,Yes,Yes,Neutral,Yes,Master's,No,High
S3376,28,Non-binary,Economics,Third,3.71,61.08,18,No,Yes,Dissatisfied,No,High School,Yes,Low
S3377,21,Female,Computer Science,Third,2.96,95.55,27,No,Yes,Neutral,Yes,PhD,No,High
S3378,29,Non-binary,Biology,Second,2.87,82.58,18,Yes,Yes,Very Dissatisfied,Yes,Master's,No,Medium
S3379,25,Non-binary,Computer Science,First,3.28,93.1,27,Yes,Yes,Neutral,Yes,Master's,No,High
S3380,19,Non-binary,Mathematics,Fourth,,69.29,12,Yes,Yes,Neutral,No,Master's,Yes,High
S3381,26,Male,Physics,Fourth,2.56,99.18,17,Yes,Yes,Very Satisfied,Yes,PhD,Yes,Medium
S3382,23,Female,Physics,Third,2.55,83.97,5,Yes,Yes,Neutral,No,High School,No,Medium
S3383,26,Male,Chemistry,Second,3.28,67.85,30,No,No,Neutral,Yes,Master's,Yes,High
S3384,25,Male,Computer Science,First,,60.63,8,No,No,Satisfied,Yes,Bachelor's,No,Medium
S3385,24,Female,Computer Science,Second,3.63,93.33,20,Yes,No,Very Dissatisfied,Yes,Bachelor's,Yes,Low
S3386,18,Male,Mathematics,First,3.6,65.9,29,No,No,Dissatisfied,Yes,Master's,No,Medium
S3387,29,Male,Physics,Second,2.02,,23,Yes,Yes,Very Satisfied,No,High School,Yes,Medium
S3388,20,Male,Mathematics,Second,2.16,63.93,24,Yes,No,Dissatisfied,No,PhD,No,Medium
S3389,28,Female,Mathematics,Fourth,3.02,58.97,30,No,No,Neutral,Yes,Master's,No,Medium
S3390,19,Non-binary,Economics,Third,2.23,65.99,36,No,No,Satisfied,Yes,PhD,No,Medium
S3391,22,Female,Physics,Fourth,2.01,,7,No,Yes,Neutral,No,Bachelor's,Yes,Low
S3392,22,Female,Mathematics,Third,2.63,75.02,11,Yes,No,Neutral,No,Bachelor's,Yes,Medium
S3393,22,Female,Physics,Second,1.96,85.54,36,No,Yes,Very Satisfied,Yes,Master's,No,Medium
S3394,21,Male,Mathematics,First,2.49,66.69,9,No,No,Very Satisfied,No,PhD,No,Low
S3395,22,Non-binary,Biology,Fourth,3.36,55.99,25,Yes,Yes,Dissatisfied,Yes,High School,Yes,Low
S3396,20,Female,Mathematics,First,2.76,58.01,34,No,No,Neutral,No,Bachelor's,Yes,Medium
S3397,29,Female,Mathematics,Fourth,3.75,89.86,24,Yes,Yes,Dissatisfied,No,PhD,Yes,Medium
S3398,18,Non-binary,Biology,Fourth,2.72,54.9,33,Yes,No,Neutral,Yes,High School,Yes,Medium
S3399,22,Non-binary,Computer Science,Fourth,3.28,89.91,28,Yes,Yes,Very Satisfied,No,PhD,No,High
S3400,26,Non-binary,Physics,First,2.74,60.63,5,No,No,Satisfied,No,Bachelor's,No,Medium
S3401,26,Male,Chemistry,Fourth,2.89,83.92,29,Yes,No,Dissatisfied,No,Bachelor's,No,Low
S3402,21,Non-binary,Biology,Fourth,2.8,81.15,31,Yes,No,Dissatisfied,No,Master's,No,Medium
S3403,20,Male,Computer Science,Fourth,3.28,54.91,29,Yes,Yes,Very Dissatisfied,No,PhD,No,Medium
S3404,18,Female,Mathematics,First,3.36,,25,No,Yes,Very Dissatisfied,Yes,Bachelor's,Yes,Low
S3405,19,Male,Economics,Fourth,4.03,72.38,21,No,Yes,Satisfied,Yes,PhD,No,Low
S3406,25,Non-binary,Computer Science,First,,,32,Yes,Yes,Very Dissatisfied,Yes,Master's,No,Medium
S3407,18,Male,Biology,Third,3.27,91.77,36,Yes,No,Satisfied,Yes,Bachelor's,Yes,High
S3408,25,Non-binary,Economics,Fourth,2.49,51.97,38,No,Yes,Neutral,No,Bachelor's,No,Medium
S3409,24,Male,Mathematics,Second,3.34,82.4,26,Yes,No,Very Dissatisfied,No,High School,Yes,Medium
S3410,25,Female,Computer Science,Third,3.01,55.25,23,Yes,Yes,Very Dissatisfied,Yes,Master's,Yes,Medium
S3411,29,Male,Chemistry,First,,68.94,12,No,No,Dissatisfied,Yes,PhD,Yes,Low
S3412,23,Female,Physics,Second,2.57,50.63,6,No,Yes,Satisfied,Yes,PhD,No,High
S3413,29,Non-binary,Physics,First,1.96,,9,Yes,Yes,Dissatisfied,No,High School,Yes,Low
S3414,26,Female,Biology,First,2.63,58.47,32,Yes,Yes,Very Dissatisfied,Yes,Master's,Yes,Medium
S3415,20,Non-binary,Mathematics,Fourth,3.15,77.81,8,Yes,No,Neutral,Yes,PhD,Yes,Medium
S3416,27,Non-binary,Mathematics,Second,2.85,75.61,5,Yes,No,Very Satisfied,Yes,PhD,No,High
S3417,21,Female,Physics,First,3.31,89.66,19,Yes,No,Satisfied,No,High School,Yes,Low
S3418,23,Female,Computer Science,Third,1.83,82.0,17,Yes,No,Satisfied,No,Bachelor's,Yes,Low
S3419,25,Male,Mathematics,Fourth,3.48,85.73,35,No,Yes,Neutral,Yes,PhD,Yes,Medium
S3420,22,Male,Chemistry,Third,3.12,54.62,21,Yes,No,Neutral,Yes,Master's,No,Low
S3421,20,Female,Chemistry,Third,,51.39,10,Yes,No,Satisfied,No,PhD,Yes,Medium
S3422,23,Female,Mathematics,Fourth,2.99,98.48,28,No,Yes,Satisfied,Yes,PhD,No,Medium
S3423,21,Female,Mathematics,First,4.1,71.35,17,No,Yes,Neutral,Yes,Master's,Yes,Low
S3424,26,Female,Physics,Third,3.73,69.75,25,Yes,No,Neutral,No,Master's,No,Medium
S3425,20,Non-binary,Biology,First,3.84,51.75,28,Yes,No,Neutral,Yes,Bachelor's,Yes,Low
S3426,21,Female,Physics,First,2.89,55.95,26,No,Yes,Very Dissatisfied,No,PhD,No,Medium
S3427,24,Female,Biology,Fourth,3.57,97.02,33,Yes,Yes,Satisfied,No,Bachelor's,No,Medium
S3428,24,Female,Chemistry,Third,3.66,84.74,28,No,No,Satisfied,No,Master's,Yes,Low
S3429,29,Female,Biology,Third,,70.46,16,Yes,No,Neutral,No,High School,Yes,Medium
S3430,29,Non-binary,Physics,Fourth,3.65,95.22,24,No,No,Dissatisfied,Yes,High School,Yes,Medium
S3431,21,Male,Mathematics,First,3.53,79.49,38,No,Yes,Very Satisfied,No,Bachelor's,No,Low
S3432,23,Male,Biology,First,2.66,87.32,19,No,Yes,Satisfied,Yes,PhD,No,Low
S3433,29,Male,Physics,Fourth,3.05,71.58,8,Yes,No,Very Dissatisfied,No,Bachelor's,No,High
S3434,20,Male,Chemistry,First,3.68,71.58,18,No,Yes,Very Satisfied,Yes,PhD,No,Low
S3435,23,Male,Economics,First,2.97,53.42,5,Yes,Yes,Dissatisfied,Yes,High School,Yes,Low
S3436,29,Non-binary,Biology,Third,,86.7,37,Yes,No,Very Dissatisfied,No,High School,Yes,Medium
S3437,19,Male,Chemistry,First,2.76,54.96,33,No,Yes,Neutral,Yes,Bachelor's,No,High
S3438,25,Non-binary,Chemistry,First,2.45,88.21,14,Yes,Yes,Dissatisfied,No,PhD,No,Medium
S3439,19,Non-binary,Computer Science,First,2.4,59.54,18,No,No,Neutral,Yes,PhD,No,Medium
S3440,28,Male,Economics,First,2.86,62.37,26,No,No,Very Dissatisfied,No,PhD,Yes,Low
S3441,24,Male,Biology,Fourth,,95.89,37,No,No,Very Dissatisfied,No,PhD,No,Medium
S3442,26,Male,Physics,Fourth,2.12,73.58,32,No,Yes,Neutral,No,High School,No,Medium
S3443,18,Female,Biology,Fourth,3.96,56.26,11,Yes,Yes,Very Satisfied,Yes,High School,No,Medium
S3444,25,Non-binary,Biology,First,3.53,95.25,38,Yes,Yes,Satisfied,No,High School,Yes,Medium
S3445,24,Male,Economics,Fourth,3.26,72.62,10,Yes,No,Satisfied,Yes,Bachelor's,Yes,Medium
S3446,23,Female,Chemistry,Second,3.41,56.53,39,No,No,Very Dissatisfied,No,High School,No,Medium
S3447,23,Non-binary,Chemistry,Second,2.68,69.54,31,Yes,Yes,Dissatisfied,Yes,Master's,No,Medium
S3448,23,Female,Chemistry,Second,2.26,79.47,34,Yes,Yes,Neutral,Yes,Bachelor's,No,Medium
S3449,26,Female,Chemistry,Third,3.2,,36,No,No,Dissatisfied,Yes,Master's,Yes,Medium
S3450,19,Male,Economics,First,3.52,96.22,23,No,No,Neutral,No,PhD,Yes,High
S3451,18,Non-binary,Physics,Third,2.75,63.48,26,No,No,Dissatisfied,No,Master's,No,Medium
S3452,29,Female,Mathematics,Fourth,,,25,Yes,No,Neutral,Yes,PhD,No,Medium
S3453,23,Non-binary,Computer Science,First,2.73,61.05,9,No,Yes,Very Dissatisfied,Yes,High School,Yes,Medium
S3454,27,Male,Chemistry,Second,3.24,54.19,25,Yes,No,Very Satisfied,Yes,Master's,Yes,Medium
S3455,28,Non-binary,Chemistry,First,,72.61,24,No,Yes,Satisfied,No,Bachelor's,Yes,Medium
S3456,25,Female,Computer Science,Third,3.91,93.92,35,No,Yes,Dissatisfied,No,PhD,Yes,Medium
S3457,20,Female,Chemistry,Fourth,3.22,65.27,10,Yes,No,Satisfied,Yes,Bachelor's,No,High
S3458,29,Non-binary,Mathematics,Fourth,2.58,,35,Yes,Yes,Dissatisfied,Yes,Bachelor's,No,High
S3459,27,Female,Biology,Third,2.85,91.87,28,Yes,No,Very Dissatisfied,No,Bachelor's,No,Medium
S3460,18,Female,Computer Science,First,2.48,65.3,22,No,No,Very Dissatisfied,No,High School,Yes,Low
S3461,26,Female,Physics,Third,3.55,73.84,33,Yes,No,Dissatisfied,Yes,Bachelor's,Yes,Medium
S3462,18,Male,Computer Science,Fourth,2.44,51.56,16,Yes,Yes,Dissatisfied,Yes,Master's,Yes,Medium
S3463,20,Male,Mathematics,Second,2.72,64.35,16,No,No,Dissatisfied,Yes,High School,Yes,High
S3464,25,Female,Economics,Fourth,3.24,56.53,33,Yes,Yes,Very Dissatisfied,No,PhD,No,Low
S3465,20,Non-binary,Physics,Fourth,3.8,55.29,11,No,Yes,Very Satisfied,No,PhD,No,Low
S3466,21,Male,Biology,First,4.43,71.57,20,No,No,Very Satisfied,Yes,Bachelor's,No,Medium
S3467,25,Non-binary,Chemistry,Second,2.33,63.87,16,No,Yes,Dissatisfied,Yes,PhD,Yes,Low
S3468,18,Female,Computer Science,Fourth,3.32,,25,Yes,No,Neutral,No,PhD,No,Medium
S3469,23,Female,Physics,Second,2.99,,8,Yes,No,Very Satisfied,Yes,Master's,No,Medium
S3470,18,Non-binary,Computer Science,Third,,89.2,21,No,Yes,Very Dissatisfied,Yes,Master's,Yes,Low
S3471,18,Male,Biology,First,2.86,86.74,32,Yes,Yes,Very Dissatisfied,Yes,Bachelor's,No,High
S3472,25,Non-binary,Computer Science,Second,2.38,,35,No,Yes,Very Dissatisfied,No,Bachelor's,Yes,Low
S3473,28,Non-binary,Physics,Second,,63.16,12,No,No,Satisfied,No,Master's,No,Low
S3474,21,Female,Mathematics,First,1.96,86.6,30,No,No,Satisfied,Yes,Master's,Yes,Medium
S3475,29,Male,Economics,Third,2.93,77.86,35,No,No,Very Dissatisfied,Yes,Bachelor's,No,Medium
S3476,18,Non-binary,Physics,Second,3.75,87.12,23,Yes,Yes,Very Satisfied,No,Master's,Yes,Low
S3477,27,Male,Computer Science,First,3.11,50.07,11,No,No,Satisfied,No,Bachelor's,Yes,Medium
S3478,24,Female,Biology,Fourth,2.66,54.36,9,Yes,Yes,Neutral,Yes,High School,No,Medium
S3479,22,Male,Chemistry,First,2.69,90.1,17,No,Yes,Dissatisfied,No,High School,No,High
S3480,22,Female,Chemistry,Fourth,3.44,92.56,22,No,No,Satisfied,Yes,PhD,No,Low
S3481,18,Male,Biology,Second,2.85,67.17,22,No,No,Satisfied,Yes,PhD,Yes,Medium
S3482,27,Non-binary,Computer Science,Second,2.98,97.92,24,No,No,Very Satisfied,Yes,Bachelor's,No,High
S3483,28,Female,Economics,Second,3.31,65.08,27,No,Yes,Very Satisfied,Yes,Bachelor's,Yes,Low
S3484,23,Non-binary,Biology,Third,3.47,94.51,37,No,Yes,Neutral,Yes,Bachelor's,No,High
S3485,26,Female,Computer Science,Third,2.72,71.09,11,Yes,No,Neutral,No,PhD,No,Low
S3486,26,Male,Physics,Fourth,,78.09,9,Yes,Yes,Neutral,Yes,Master's,No,High
S3487,25,Male,Economics,First,2.5,82.16,36,Yes,Yes,Neutral,Yes,Master's,No,Medium
S3488,22,Female,Mathematics,Fourth,3.69,56.66,13,Yes,No,Satisfied,No,PhD,Yes,High
S3489,18,Female,Computer Science,First,3.03,51.86,34,Yes,No,Neutral,Yes,High School,No,Low
S3490,26,Female,Chemistry,Second,2.38,71.34,36,No,Yes,Neutral,Yes,Bachelor's,Yes,Low
S3491,18,Male,Chemistry,First,2.53,58.02,8,Yes,No,Very Dissatisfied,Yes,Bachelor's,No,Medium
S3492,25,Female,Economics,Third,3.58,77.45,29,Yes,Yes,Satisfied,No,PhD,Yes,Low
S3493,22,Female,Mathematics,First,3.04,72.68,26,No,No,Satisfied,No,Bachelor's,No,High
S3494,20,Non-binary,Computer Science,First,2.16,56.1,12,No,No,Satisfied,Yes,Master's,No,High
S3495,28,Female,Mathematics,Second,2.45,,6,No,No,Dissatisfied,Yes,Bachelor's,Yes,Medium
S3496,24,Non-binary,Physics,Second,3.58,51.02,39,No,No,Neutral,No,Master's,Yes,Medium
S3497,24,Non-binary,Mathematics,Third,2.72,56.32,26,Yes,Yes,Neutral,No,PhD,Yes,High
S3498,26,Non-binary,Physics,First,4.05,85.01,5,Yes,No,Neutral,Yes,High School,Yes,Medium
S3499,24,Male,Chemistry,First,3.96,76.39,37,Yes,No,Very Satisfied,No,Bachelor's,Yes,Low
S3500,28,Non-binary,Physics,First,3.74,64.1,8,Yes,Yes,Very Satisfied,No,PhD,Yes,Medium
S3501,20,Female,Computer Science,Second,3.25,59.01,13,No,No,Very Satisfied,No,Bachelor's,No,Medium
S3502,28,Male,Economics,Third,3.52,82.11,12,Yes,Yes,Dissatisfied,No,Master's,No,Medium
S3503,18,Male,Economics,First,2.97,60.28,26,No,Yes,Neutral,Yes,Bachelor's,Yes,Low
S3504,25,Male,Computer Science,First,2.99,99.23,25,Yes,No,Satisfied,No,PhD,No,Medium
S3505,29,Male,Computer Science,First,2.4,93.47,32,No,Yes,Satisfied,Yes,PhD,Yes,Medium
S3506,20,Male,Computer Science,First,2.98,,6,No,Yes,Very Dissatisfied,Yes,Master's,No,Medium
S3507,29,Male,Biology,Third,2.37,92.96,21,Yes,No,Very Satisfied,No,Bachelor's,Yes,High
S3508,25,Male,Physics,Third,3.0,67.25,35,Yes,No,Dissatisfied,Yes,High School,No,Medium
S3509,25,Non-binary,Computer Science,Third,2.39,74.5,17,Yes,Yes,Very Dissatisfied,No,PhD,Yes,Medium
S3510,22,Female,Economics,Second,2.57,57.14,22,No,Yes,Dissatisfied,No,Bachelor's,No,Medium
S3511,29,Female,Mathematics,First,1.72,55.93,28,Yes,Yes,Satisfied,No,Master's,Yes,Low
S3512,18,Non-binary,Mathematics,First,2.61,93.27,35,No,No,Neutral,Yes,PhD,No,Medium
S3513,27,Non-binary,Biology,First,2.64,81.5,37,Yes,Yes,Satisfied,Yes,Bachelor's,Yes,Low
S3514,24,Male,Physics,First,2.85,,35,Yes,No,Satisfied,Yes,Master's,No,High
S3515,29,Male,Physics,Fourth,3.6,51.81,31,No,No,Very Satisfied,No,Bachelor's,No,Medium
S3516,27,Non-binary,Physics,Third,2.97,96.1,25,Yes,Yes,Satisfied,No,Master's,Yes,Medium
S3517,22,Male,Economics,Fourth,3.46,68.8,9,Yes,No,Dissatisfied,Yes,Bachelor's,Yes,Low
S3518,25,Female,Economics,Fourth,,70.83,15,Yes,Yes,Neutral,No,High School,No,Medium
S3519,26,Female,Biology,Second,3.71,,38,Yes,Yes,Very Satisfied,No,Bachelor's,No,Low
S3520,28,Male,Physics,Second,2.55,94.56,38,Yes,No,Very Dissatisfied,No,Master's,No,Low
S3521,24,Male,Physics,First,2.41,,7,No,Yes,Satisfied,No,High School,No,Low
S3522,24,Male,Computer Science,Fourth,2.94,58.71,10,No,No,Very Satisfied,Yes,High School,No,Low
S3523,18,Female,Physics,Fourth,2.48,75.03,24,Yes,No,Very Satisfied,No,PhD,No,Medium
S3524,21,Male,Economics,Third,2.89,89.07,8,Yes,Yes,Very Satisfied,No,PhD,Yes,Medium
S3525,19,Non-binary,Computer Science,Fourth,2.53,68.57,11,No,Yes,Dissatisfied,No,PhD,No,Medium
S3526,19,Male,Computer Science,Second,2.39,82.6,21,No,No,Very Dissatisfied,Yes,Master's,No,High
S3527,19,Non-binary,Physics,Fourth,3.18,65.21,38,No,No,Very Satisfied,Yes,Master's,No,Medium
S3528,21,Male,Mathematics,Second,3.93,85.99,10,No,Yes,Dissatisfied,No,Bachelor's,No,Medium
S3529,18,Male,Chemistry,First,2.87,83.44,6,Yes,No,Very Dissatisfied,No,High School,No,Low
S3530,21,Female,Economics,Second,3.14,84.04,22,No,No,Neutral,Yes,Master's,No,Medium
S3531,19,Non-binary,Mathematics,First,3.03,82.3,31,No,No,Dissatisfied,Yes,Bachelor's,Yes,Medium
S3532,22,Non-binary,Physics,Third,2.98,57.82,23,Yes,Yes,Very Satisfied,No,Bachelor's,Yes,Medium
S3533,20,Non-binary,Physics,First,3.71,94.4,36,Yes,No,Satisfied,Yes,Master's,No,Medium
S3534,29,Female,Mathematics,Fourth,2.86,79.29,28,Yes,Yes,Dissatisfied,No,High School,No,Medium
S3535,25,Non-binary,Physics,Second,1.38,69.12,38,Yes,Yes,Neutral,No,Master's,No,Low
S3536,21,Female,Economics,First,2.56,58.62,29,No,Yes,Very Dissatisfied,Yes,Bachelor's,Yes,Low
S3537,18,Male,Computer Science,First,3.05,89.18,28,No,No,Neutral,No,Master's,Yes,Low
S3538,18,Male,Biology,First,2.95,75.45,29,No,No,Very Dissatisfied,Yes,PhD,Yes,Medium
S3539,29,Non-binary,Physics,First,2.89,57.36,16,No,No,Dissatisfied,No,Bachelor's,No,High
S3540,27,Male,Physics,First,2.74,96.07,34,No,Yes,Very Dissatisfied,Yes,Master's,No,Medium
S3541,20,Male,Mathematics,First,3.04,55.3,10,Yes,No,Very Satisfied,Yes,Master's,No,Low
S3542,26,Non-binary,Computer Science,Second,,76.21,34,Yes,Yes,Dissatisfied,Yes,High School,Yes,Medium
S3543,24,Male,Mathematics,Fourth,,80.53,37,No,No,Satisfied,No,High School,No,Medium
S3544,19,Non-binary,Economics,Fourth,,99.95,19,No,No,Neutral,No,PhD,No,Medium
S3545,26,Non-binary,Mathematics,First,3.24,57.05,33,No,Yes,Neutral,Yes,Bachelor's,No,Medium
S3546,27,Male,Physics,Second,2.66,80.68,18,Yes,No,Dissatisfied,No,PhD,No,High
S3547,19,Male,Computer Science,First,3.43,73.84,29,No,Yes,Satisfied,Yes,PhD,No,Medium
S3548,20,Male,Economics,Third,1.78,62.86,9,No,No,Dissatisfied,Yes,PhD,No,High
S3549,28,Male,Physics,Fourth,2.99,97.11,6,No,Yes,Very Satisfied,Yes,High School,Yes,Low
S3550,27,Male,Economics,First,3.26,89.54,20,Yes,No,Very Satisfied,Yes,Master's,No,Low
S3551,19,Female,Physics,Second,3.27,88.85,21,Yes,No,Satisfied,No,PhD,Yes,Low
S3552,20,Male,Physics,Fourth,3.32,94.96,35,No,Yes,Dissatisfied,No,High School,No,Medium
S3553,23,Female,Physics,Second,3.36,86.25,5,No,No,Satisfied,Yes,Master's,Yes,Low
S3554,26,Non-binary,Biology,Third,,75.34,10,Yes,Yes,Satisfied,No,Master's,Yes,High
S3555,26,Male,Chemistry,First,,69.58,35,Yes,No,Very Satisfied,No,Bachelor's,Yes,Medium
S3556,24,Male,Computer Science,Third,2.72,,10,Yes,Yes,Very Satisfied,No,High School,No,Low
S3557,29,Male,Biology,Fourth,3.59,,12,Yes,No,Satisfied,Yes,PhD,No,Medium
S3558,20,Non-binary,Chemistry,First,2.77,77.14,33,No,No,Satisfied,No,Bachelor's,Yes,Medium
S3559,21,Female,Economics,Fourth,,79.45,13,Yes,No,Very Dissatisfied,Yes,Master's,No,Medium
S3560,23,Female,Chemistry,First,2.99,82.77,26,Yes,No,Very Satisfied,No,PhD,No,Medium
S3561,28,Male,Chemistry,Second,3.11,98.44,14,Yes,No,Satisfied,Yes,PhD,Yes,Low
S3562,22,Male,Biology,Fourth,3.44,87.66,28,Yes,No,Very Dissatisfied,No,Master's,Yes,Medium
S3563,19,Male,Computer Science,Third,3.75,58.82,6,Yes,Yes,Satisfied,No,Bachelor's,No,Low
S3564,23,Male,Mathematics,Third,,,24,No,No,Very Dissatisfied,No,Bachelor's,No,High
S3565,20,Non-binary,Chemistry,Second,3.11,83.91,21,No,No,Satisfied,Yes,Bachelor's,No,High
S3566,25,Male,Mathematics,Second,1.71,,37,Yes,No,Dissatisfied,No,Master's,Yes,Medium
S3567,19,Non-binary,Mathematics,Third,2.57,96.64,18,No,Yes,Very Satisfied,Yes,High School,No,Low
S3568,18,Male,Physics,Second,,53.85,36,Yes,No,Satisfied,No,Master's,Yes,Medium
S3569,26,Female,Mathematics,First,2.8,80.55,28,No,Yes,Neutral,Yes,Master's,No,Low
S3570,29,Female,Economics,Third,2.67,98.8,24,No,Yes,Neutral,Yes,PhD,Yes,High
